UniversityName,DegreeType,DualCombined,ValidatedDegreeName,Degree,Program,Concentration,Searchtag1,Searchtag2,Searchtag3,SOPHAS,Term,LinkToDepartment,LinkDescription,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Health Policy and Management,,27,,,yes,5,http://www.hsph.harvard.edu/departments/health-policy-and-management/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Health Policy and Management,,27,,,yes,5,http://www.hsph.harvard.edu/departments/health-policy-and-management/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Health Policy and Management,,27,,,yes,5,http://www.hsph.harvard.edu/departments/health-policy-and-management/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Health Policy and Management,,27,,,yes,5,http://www.hsph.harvard.edu/departments/health-policy-and-management/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Immunology and Infectious Diseases,"Vector Biology, Ecology and Control",22,,,yes,5,http://www.hsph.harvard.edu/departments/immunology-and-infectious-diseases/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Immunology and Infectious Diseases,Virology,22,,,yes,5,http://www.hsph.harvard.edu/departments/immunology-and-infectious-diseases/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Immunology and Infectious Diseases,Immunology,22,,,yes,5,http://www.hsph.harvard.edu/departments/immunology-and-infectious-diseases/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Immunology and Infectious Diseases,Immunology and Molecular Biology of Parasitic and Other Infections,22,,,yes,5,http://www.hsph.harvard.edu/departments/immunology-and-infectious-diseases/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Immunology and Infectious Diseases,Infectious Disease Epidemiology and Tropical Public Health,22,,45,yes,5,http://www.hsph.harvard.edu/departments/immunology-and-infectious-diseases/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Nutrition,Nutritional Epidemiology - Epidemiology,33,,20,yes,5,http://www.hsph.harvard.edu/departments/nutrition/prospective-students/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Nutrition,Nutritional Epidemiology - International Nutrition,33,,20,yes,5,http://www.hsph.harvard.edu/departments/nutrition/prospective-students/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Nutrition,Public Health Nutrition - Epidemiology,33,,27,yes,5,http://www.hsph.harvard.edu/departments/nutrition/prospective-students/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Nutrition,Public Health Nutrition - International Nutrition,33,,27,yes,5,http://www.hsph.harvard.edu/departments/nutrition/prospective-students/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Global Health and Population,Economics,25,,,yes,5,http://www.hsph.harvard.edu/departments/global-health-and-population/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Global Health and Population,Health Systems,25,,,yes,5,http://www.hsph.harvard.edu/departments/global-health-and-population/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),Global Health and Population,Population and Reproductive Health,25,,,yes,5,http://www.hsph.harvard.edu/departments/global-health-and-population/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),"Society, Human Development, and Health",Health and Social Policy,27,,,yes,5,http://www.hsph.harvard.edu/departments/society-human-development-and-health/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),"Society, Human Development, and Health",Human Development,28,,38,yes,5,http://www.hsph.harvard.edu/departments/society-human-development-and-health/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),"Society, Human Development, and Health",Planned Social Change,40,,,yes,5,http://www.hsph.harvard.edu/departments/society-human-development-and-health/,,,,,,,
Harvard School of Public Health,Doctoral,,71,Doctor of Science (SD),"Society, Human Development, and Health",Social Determinants of Health,30,,29,yes,5,http://www.hsph.harvard.edu/departments/society-human-development-and-health/,,,,,,,
Harvard School of Public Health,Masters,,19,Master of Occupational Health (MOH),Environmental Health,Occupational and Environmental Medicine Residency,34,,,yes,5,http://www.hsph.harvard.edu/erc/oemr/index.htm,,,,,,,
Harvard School of Public Health,Masters,,19,Master of Occupational Health (MOH),Environmental Health,Occupational Health - Occupational Safety and Health,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,19,Master of Occupational Health (MOH),Environmental Health,Occupational Health - Population Genetics,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,19,Master of Occupational Health (MOH),Environmental Health,Occupational Health - Occupational Epidemiology,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,19,Master of Occupational Health (MOH),Environmental Health,Occupational Health - Occupational Health Nursing,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,19,Master of Occupational Health (MOH),Environmental Health,Occupational Health - Occupational Health Services Research and Policy,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,19,Master of Occupational Health (MOH),Environmental Health,Occupational Health - Environmental Molecular Epidemiology,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,19,Master of Occupational Health (MOH),Environmental Health,Occupational Health - Ergonomics and Safety,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,19,Master of Occupational Health (MOH),Environmental Health,Occupational Health - Injury Epidemiology,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,20,Master of Public Health (MPH),Clinical Effectiveness,,4,,24,yes,5,http://www.hsph.harvard.edu/academics/master-of-public-health-program/index.html,,,,,,,
Harvard School of Public Health,Masters,,20,Master of Public Health (MPH),Family and Community Health,,7,,30,yes,5,http://www.hsph.harvard.edu/academics/master-of-public-health-program/index.html,,,,,,,
Harvard School of Public Health,Masters,,20,Master of Public Health (MPH),Family and Community Health,,7,30,28,yes,5,http://www.hsph.harvard.edu/academics/master-of-public-health-program/index.html,,,,,,,
Harvard School of Public Health,Masters,,20,Master of Public Health (MPH),Health Care Management and Policy,Management,27,,,yes,5,http://www.hsph.harvard.edu/academics/master-of-public-health-program/index.html,,,,,,,
Harvard School of Public Health,Masters,,20,Master of Public Health (MPH),Health Care Management and Policy,Policy,27,,17,yes,5,http://www.hsph.harvard.edu/academics/master-of-public-health-program/index.html,,,,,,,
Harvard School of Public Health,Masters,,20,Master of Public Health (MPH),International Health,,25,17,39,yes,5,http://www.hsph.harvard.edu/academics/master-of-public-health-program/index.html,,,,,,,
Harvard School of Public Health,Masters,,20,Master of Public Health (MPH),Law and Public Health,,19,,26,yes,5,http://www.hsph.harvard.edu/academics/master-of-public-health-program/index.html,,,,,,,
Harvard School of Public Health,Masters,,20,Master of Public Health (MPH),Occupational and Environmental Health,,34,,,yes,5,http://www.hsph.harvard.edu/academics/master-of-public-health-program/index.html,,,,,,,
Harvard School of Public Health,Masters,,20,Master of Public Health (MPH),Occupational and Environmental Health,Occupational and Environmental Medicine Residency,34,,,yes,5,http://www.hsph.harvard.edu/academics/master-of-public-health-program/index.html,,,,,,,
Harvard School of Public Health,Masters,,20,Master of Public Health (MPH),Quantitative Methods,Not Applicable,3,,23,yes,5,http://www.hsph.harvard.edu/academics/master-of-public-health-program/index.html,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Biostatistics,,3,,,yes,5,http://www.hsph.harvard.edu/biostats/welcome/index.html,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,"Exposure, Epidemiology, and Risk - Exposure Assessment",10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,"Exposure, Epidemiology, and Risk - Occupational Hygiene",10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,"Exposure, Epidemiology, and Risk - Risk Assessment",10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,"Exposure, Epidemiology, and Risk - Environmental Epidemiology",10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,"Exposure, Epidemiology, and Risk - Environmental Health Management",10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,"Exposure, Epidemiology, and Risk - Ergonomics and Safety",10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,Occupational Health - Occupational Safety and Health,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,Occupational Health - Population Genetics,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,Occupational Health - Occupational Epidemiology,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,Occupational Health - Occupational Health Services Research and Policy,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,Occupational Health - Occupational Health Nursing,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,Occupational Health - Environmental Molecular Epidemiology,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,Occupational Health - Ergonomics and Safety,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Environmental Health,Occupational Health - Injury Epidemiology,10,,,yes,5,http://www.hsph.harvard.edu/departments/environmental-health/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Clinical Epidemiology,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Psychiatric Epidemiology,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Reproductive Epidemiology,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Nutritional Epidemiology,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Oral and Dental Health Epidemiology,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Pharmacoepidemiology,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Infectious Disease Epidemiology,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Molecular/Genetic Epidemiology,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Neuroepidemiology,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Environmental/Occupational Epidemiology,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Epidemiologic Methods,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Epidemiology of Aging,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Cancer Epidemiology,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Epidemiology,Cardiovascular Epidemiology,11,,,yes,5,http://www.hsph.harvard.edu/departments/epidemiology/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Health Care Management,(Special essay required!  Please consult HSPH instructions.),16,,,yes,5,http://www.hsph.harvard.edu/mhcm/,,,,,,,
Harvard School of Public Health,Masters,,54,Master of Science (SM) 42.5-credits ,Health Policy and Management,,27,,,yes,5,http://www.hsph.harvard.edu/departments/health-policy-and-management/,,,,,,,
