ProgramName	Tag1	Tag2	Tag3	SophasYesNo	DescriptionLink	Description	SchoolName	TermID	DegreeType	DegreeID	ValidatedDegreeName	DepartmentLink	DualCombined	Concentration	AppInformation	AppRequirement		
Family and Child Health	25	28	18	Yes			University of Arizona Mel and Enid Zuckerman School of Public Health	Fall 2009	Masters	20	MPH	http://www.publichealth.arizona.edu/AcademicPrograms/Mph_Family.aspx		International Health	http://www.sophas.org/schools/ArizonaMelandEnidZuckerman.cfm	http://www.sophas.org/documents/Arizona.pdf		
Health Behavior and Health Promotion	20	6	40	Yes			University of Arizona Mel and Enid Zuckerman School of Public Health	Fall 2009	Masters	20	MPH	http://www.publichealth.arizona.edu/AcademicPrograms/MPH_Health.aspx			http://www.sophas.org/schools/ArizonaMelandEnidZuckerman.cfm	http://www.sophas.org/documents/Arizona.pdf		
Public Health Policy and Managment	27	21	40	Yes			University of Arizona Mel and Enid Zuckerman School of Public Health	Fall 2009	Masters	20	MPH	http://www.publichealth.arizona.edu/AcademicPrograms/MPH_Public.aspx			http://www.sophas.org/schools/ArizonaMelandEnidZuckerman.cfm	http://www.sophas.org/documents/Arizona.pdf		
Environmental and Occupational Health	10	34	44	Yes			University of Arizona Mel and Enid Zuckerman School of Public Health	Fall 2009	Masters	20	MPH	http://www.publichealth.arizona.edu/AcademicPrograms/Mph_Env.aspx			http://www.sophas.org/schools/ArizonaMelandEnidZuckerman.cfm	http://www.sophas.org/documents/Arizona.pdf		
Epidemiology/Biostatistics	3	11	0	Yes			University of California - Berkeley School of Public Health	Fall 2009	Masters	20	MPH	http://epi.berkeley.edu			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Interdisciplinary - 1 year	26	35	0	Yes			University of California - Berkeley School of Public Health	Fall 2009	Masters	20	MPH	http://sph.berkeley.edu/degrees/areas/interdisciplinary.html			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Epidemiology - 1 year	11	37	0	Yes			University of California - Berkeley School of Public Health	Fall 2009	Masters	20	MPH	http://epi.berkeley.edu			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Environmental Health Sciences	10	34	7	Yes			University of California - Berkeley School of Public Health	Fall 2009	Masters	20	MPH	http://ehs.sph.berkeley.edu			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Health and Social Behavior	18	7	9	Yes			University of California - Berkeley School of Public Health	Fall 2009	Masters	20	MPH	http://chhd.berkeley.edu			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Public Health Nutrition	33	7	13	Yes			University of California - Berkeley School of Public Health	Fall 2009	Masters	20	MPH	http://chhd.berkeley.edu			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Infectious Diseases	23	2	22	Yes			University of California - Berkeley School of Public Health	Fall 2009	Masters	20	MPH	http://socrates.berkeley.edu/~microbes			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Health Policy and Management - 2 year	27	17	26	Yes			University of California - Berkeley School of Public Health	Fall 2009	Masters	20	MPH	http://hpm.berkeley.edu			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Health Policy and Management - 1 year	27	17	26	Yes			University of California - Berkeley School of Public Health	Fall 2009	Masters	20	MPH	http://hpm.berkeley.edu			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Maternal and Child Health - 2 year	28	37	26	Yes			University of California - Berkeley School of Public Health	Fall 2009	Masters	20	MPH	http://chhd.berkeley.edu			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Maternal and Child Health - 1 year	28	37	26	Yes			University of California - Berkeley School of Public Health	Fall 2009	Masters	20	MPH	http://chhd.berkeley.edu			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Biostatistics	3	0	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/eb.htm		Biostatistics	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Health Policy and Administration	24	0	0	Yes	http://www.uic.edu/sph/phi/		University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/hpa.htm		Public Health Informatics (Online)	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Health Policy and Administration	24	0	0	Yes	http://www.uic.edu/sph/phi/		University of Illinois Chicago School of Public Health	Spring 2009	Masters	20	MPH	http://www.uic.edu/sph/hpa.htm		Public Health Informatics (Online)	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Health Policy and Administration	24	0	0	Yes	http://www.uic.edu/sph/phi/		University of Illinois Chicago School of Public Health	Summer 2009	Masters	20	MPH	http://www.uic.edu/sph/hpa.htm		Public Health Informatics (Online)	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Community Health Sciences	1	7	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/chs.htm		Gerontology	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Environmental and Occupational Health Science	34	10	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/eohs.htm		Industrial Hygiene	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Environmental and Occupational Health Science	34	10	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/eohs.htm		Occupational Medicine Residency	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Community Health Sciences	7	14	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/chs.htm		Professional Enhancement Program	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Community Health Sciences	7	14	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/chs.htm		Professional Enhancement Program (Peoria Campus)	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Health Policy and Administration	16	27	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/hpa.htm		Comprehensive or Professional Enhancement	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Health Policy and Administration	16	27	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/hpa.htm		Professional Enhancement Program (Rockford Campus)	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Community Health Sciences	28	6	7	Yes	http://www.uic.edu/sph/mch/		University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/chs.htm		Maternal and Child Health	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Community Health Sciences	18	20	7	Yes	http://www.uic.edu/sph/chs.htm		University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/chs.htm		Behavioral Sciences and Health Promotion	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Community Health Sciences	18	20	7	Yes	http://www.uic.edu/sph/chs.htm		University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/chs.htm		Comprehensive or Professional Enhancement	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Epidemiology	28	7	11	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/eb.htm		Maternal & Child Health	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Epidemiology	11	23	28	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/eb.htm		Comprehensive or Professional Enhancement	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Epidemiology	11	23	28	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Masters	20	MPH	http://www.uic.edu/sph/eb.htm		Professional Enhancement Program	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
